;ACUSACION;ANIO_DENUNCIA;ANIO_ENTRADA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_DELITO;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;MUNICIPIO;Total de Casos;MUNICIPIO;Tipo de Poblacion;Cantidad de Poblaciòn;Poblacion Afectada
44;0;2015;2015;2015;0;0;1;0;FEMINICIDIO ART. 104A C.P.;11;0;3;FEMINICIDIO;5;1;0;1;Ley 906;TAURAMENA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1;YOPAL;17;YOPAL;Urbano;155882;0,01%
45;0;2015;2015;2015;0;0;1;0;FEMINICIDIO ART. 104A C.P.;15;1;3;FEMINICIDIO;8;1;0;1;Ley 906;ANAPOIMA;Colombia;Colombia;0;CUNDINAMARCA;FEMENINO;1;SUESCA;3;SUESCA;Urbano;19113;0,02%
46;0;2015;2015;2015;0;0;1;0;FEMINICIDIO ART. 104A C.P.;15;1;3;FEMINICIDIO;8;1;0;1;Ley 906;ANAPOIMA;Colombia;Colombia;0;CUNDINAMARCA;MASCULINO;1;PEREIRA;35;PEREIRA;Urbano;481129;0,01%
47;0;2015;2015;2015;0;0;1;0;FEMINICIDIO ART. 104A C.P.;22;0;3;FEMINICIDIO;6;1;0;1;Ley 906;VILLAVICENCIO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE META;FEMENINO;1;APARTADÓ;9;APARTADÓ;Urbano;206885;0,00%
48;0;2015;2015;2015;0;0;1;0;FEMINICIDIO ART. 104A C.P.;22;0;3;FEMINICIDIO;7;1;0;1;Ley 906;VILLAVICENCIO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE META;FEMENINO;1;ITUANGO;3;ITUANGO;Urbano;19222;0,02%
49;0;2015;2015;2015;0;0;1;0;FEMINICIDIO ART. 104A C.P.;22;0;3;FEMINICIDIO;5;1;0;1;Ley 906;VILLAVICENCIO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE META;FEMENINO;2;TOPAIPÍ;3;TOPAIPÍ;Urbano;4462;0,07%
50;0;2015;2015;2015;0;0;1;0;FEMINICIDIO ART. 104A C.P.;24;0;3;FEMINICIDIO;6;1;1;1;Ley 906;SANTIAGO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1;FUSAGASUGÁ;3;FUSAGASUGÁ;Urbano;147631;0,00%
51;0;2015;2015;2015;0;0;1;0;FEMINICIDIO ART. 104A C.P.;24;0;3;FEMINICIDIO;6;1;1;1;Ley 906;SANTIAGO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;MASCULINO;1;CÚCUTA;30;CÚCUTA;Urbano;680765;0,00%
52;0;2015;2015;2015;0;0;1;0;FEMINICIDIO ART. 104A C.P.;31;0;3;FEMINICIDIO;5;1;1;0;Ley 906;BUENAVENTURA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1;FLORIDA;7;FLORIDA;Urbano;59207;0,01%
53;0;2015;2015;2015;0;1;0;0;FEMINICIDIO ART. 104A C.P.;6;1;2;FEMINICIDIO;4;1;0;1;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;JERICÓ;2;JERICÓ;Urbano;11679;0,02%
54;0;2015;2015;2015;0;1;1;0;FEMINICIDIO ART. 104A C.P.;12;0;3;FEMINICIDIO;8;1;0;1;Ley 906;POPAYÁN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1;LA ESTRELLA;16;LA ESTRELLA;Urbano;67254;0,02%
55;0;2015;2015;2015;0;1;1;0;FEMINICIDIO ART. 104A C.P.;13;0;3;FEMINICIDIO;8;1;1;1;Ley 906;CURUMANÍ;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1;TURBO;9;TURBO;Urbano;181377;0,01%
56;0;2015;2015;2015;0;1;1;0;FEMINICIDIO ART. 104A C.P.;20;0;3;FEMINICIDIO;4;1;0;1;Ley 906;URUMITA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE LA GUAJIRA;FEMENINO;1;LIBORINA;2;LIBORINA;Urbano;9601;0,02%
57;0;2015;2015;2015;0;1;1;0;FEMINICIDIO ART. 104A C.P.;21;0;3;FEMINICIDIO;8;1;1;1;Ley 906;SANTA MARTA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1;SABANETA;4;SABANETA;Urbano;55230;0,01%
58;0;2015;2015;2015;0;1;1;0;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 AÑOS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;5;1;4;FEMINICIDIO;7;1;1;1;Ley 906;SOLEDAD;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1;CAMPO DE LA CRUZ;1;CAMPO DE LA CRUZ;Urbano;14659;0,01%
59;0;2015;2015;2015;1;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;1;FEMINICIDIO;6;0;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;JUAN DE ACOSTA;1;JUAN DE ACOSTA;Urbano;17925;0,01%
60;0;2015;2015;2015;1;0;0;0;FEMINICIDIO ART. 104A C.P.;6;0;1;FEMINICIDIO;8;0;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;SAN PABLO;4;SAN PABLO;Urbano;37160;0,01%
61;0;2015;2015;2015;1;0;0;0;FEMINICIDIO ART. 104A C.P.;8;0;1;FEMINICIDIO;8;0;0;0;Ley 906;TUNJA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1;ARJONA;4;ARJONA;Urbano;79472;0,01%
62;0;2015;2015;2015;1;0;0;0;FEMINICIDIO ART. 104A C.P.;31;0;1;FEMINICIDIO;6;0;1;0;Ley 906;CALI;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1;SOGAMOSO;12;SOGAMOSO;Urbano;110885;0,01%
63;0;2015;2015;2015;1;0;0;0;FEMINICIDIO ART. 104A C.P.;31;0;1;FEMINICIDIO;7;0;1;0;Ley 906;CALI;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CALI;MASCULINO;1;AGUAZUL;6;AGUAZUL;Urbano;44381;0,01%
64;0;2015;2015;2015;1;0;0;0;FEMINICIDIO ART. 104A C.P.;31;0;1;FEMINICIDIO;8;0;1;0;Ley 906;CALI;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;3;PATÍA;2;PATÍA;Urbano;37781;0,01%
65;0;2015;2015;2015;1;0;0;0;FEMINICIDIO ART. 104A C.P.;31;0;1;FEMINICIDIO;8;0;1;0;Ley 906;CALI;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CALI;MASCULINO;1;EL PASO;4;EL PASO;Urbano;23699;0,02%
66;0;2015;2015;2015;1;1;0;0;FEMINICIDIO ART. 104A C.P.;8;0;1;FEMINICIDIO;5;0;0;0;Ley 906;TUNJA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1;AGUACHICA;10;AGUACHICA;Urbano;97525;0,01%
67;0;2015;2017;2015;0;0;0;0;FEMINICIDIO ART. 104A C.P.;20;1;4;FEMINICIDIO;3;0;0;0;Ley 906;MAICAO;Colombia;Colombia;1;DIRECCIÓN SECCIONAL DE LA GUAJIRA;FEMENINO;1;ALTO BAUDO;1;ALTO BAUDO;Urbano;41785;0,00%
68;0;2015;2017;2015;0;0;0;0;FEMINICIDIO ART. 104A C.P.;20;1;4;FEMINICIDIO;8;0;0;0;Ley 906;MAICAO;Colombia;Colombia;1;DIRECCIÓN SECCIONAL DE LA GUAJIRA;FEMENINO;1;SAN BERNARDO DEL VIENTO;2;SAN BERNARDO DEL VIENTO;Urbano;36512;0,01%
69;0;2016;2016;2014;0;0;0;0;FEMINICIDIO ART. 104A C.P.;16;0;1;FEMINICIDIO;5;1;0;0;Ley 906;TIERRALTA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1;EL RETORNO;4;EL RETORNO;Urbano;24978;0,02%
70;0;2016;2016;2015;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;8;1;0;0;Ley 1098;BELLO;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;GUADALUPE;4;GUADALUPE;Urbano;6330;0,06%
71;0;2016;2016;2015;0;0;0;0;FEMINICIDIO ART. 104A C.P.;9;1;1;FEMINICIDIO;5;1;0;0;Ley 906;PÁCORA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE CALDAS;MASCULINO;1;FONSECA;3;FONSECA;Urbano;35611;0,01%
72;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;1;1;FEMINICIDIO;8;1;1;0;Ley 906;MEDELLÍN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;MASCULINO;1;PLATO;11;PLATO;Urbano;62904;0,02%
73;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;0;1;FEMINICIDIO;6;1;0;0;Ley 906;MEDELLÍN;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1;ARIGUANÍ;5;ARIGUANÍ;Urbano;32758;0,02%
74;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;2;0;4;FEMINICIDIO;8;1;0;1;Ley 906;EL BAGRE;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1;ARACATACA;2;ARACATACA;Urbano;41872;0,01%
75;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;5;0;1;FEMINICIDIO;4;1;1;0;Ley 906;SOLEDAD;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1;RESTREPO;11;RESTREPO;Urbano;10715;0,10%
76;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;5;0;1;FEMINICIDIO;8;1;1;0;Ley 906;BARRANQUILLA;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE ATLÁNTICO;MASCULINO;1;ACACÍAS;3;ACACÍAS;Urbano;76873;0,00%
77;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;6;1;1;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1;LA MACARENA;2;LA MACARENA;Urbano;37804;0,01%
78;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;5;1;1;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;3;PASTO;30;PASTO;Urbano;465148;0,01%
79;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;8;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;5;TIBÚ;12;TIBÚ;Urbano;37455;0,03%
80;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;8;1;0;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;4;SANTUARIO;2;SANTUARIO;Urbano;15901;0,01%
81;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;1;FEMINICIDIO;8;1;1;0;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;3;BOLÍVAR;5;BOLÍVAR;Urbano;44864;0,01%
82;0;2016;2016;2016;0;0;0;0;FEMINICIDIO ART. 104A C.P.;6;1;2;FEMINICIDIO;5;1;0;1;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;0;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;2;GUACA;1;GUACA;Urbano;6174;0,02%
